,Group,Species,Subgroup,Taxonomic Domain,Expressed in Species,Secondary Bibliogrpahies,rcsb_entry_info_experimental_method,rcsb_entry_info_polymer_composition,rcsb_entry_info_selected_polymer_entity_types,symmetry_space_group_name_hm,diffrn_radiation_pdbx_scattering_type,diffrn_radiation_pdbx_monochromatic_or_laue_ml,exptl_method,diffrn_detector_detector,diffrn_source_source
1403,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Gloeobacter violaceus,Cys-Loop Receptor Family,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1404,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Gloeobacter violaceus,Cys-Loop Receptor Family,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1405,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Gloeobacter violaceus,Cys-Loop Receptor Family,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1406,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Dickeya dadantii,Cys-Loop Receptor Family,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1407,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Desulfofustis sp. PB-SRB1,Cys-Loop Receptor Family,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1408,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,endo-symbiont of Tevnia jerichonana,Cys-Loop Receptor Family,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1409,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
1410,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,S. frugiperda,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1411,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1412,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),P 43 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1413,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Danio rerio,Cys-Loop Receptor Family,Eukaryota,S. frugiperda,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1414,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Danio rerio,Cys-Loop Receptor Family,Eukaryota,Spodoptera frugiperda,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1415,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Danio rerio,Cys-Loop Receptor Family,Eukaryota,Spodoptera frugiperda,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1416,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Danio rerio,Cys-Loop Receptor Family,Eukaryota,Spodoptera frugiperda,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1417,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Caenorhabditis elegans,Cys-Loop Receptor Family,Eukaryota,S. frugiperda,,X-ray,heteromeric protein,Protein (only),P 43 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1418,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
1419,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1420,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1421,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
1422,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293F cells,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1423,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1424,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1425,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1426,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1427,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293S cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1428,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1429,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1430,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1431,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1432,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1433,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Rattus norvegicus,Cys-Loop Receptor Family,Eukaryota,TSA201 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1434,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Cys-Loop Receptor Family,Eukaryota,HEK293F cells,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1435,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Cys-Loop Receptor Family,Eukaryota,S. frugiperda,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1436,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1437,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Cys-Loop Receptor Family,Eukaryota,sf9 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1438,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,mus musculus,Cys-Loop Receptor Family,Eukaryota,,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1439,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Cys-Loop Receptor Family,Eukaryota,HEK-293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1440,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Cys-Loop Receptor Family,Eukaryota,Spodoptera frugiperda,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1441,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1442,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Octopus bimaculoides,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1443,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sepioloidea lineolata,Cys-Loop Receptor Family,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1444,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mycobacterium tuberculosis,Type VII Secretion Systems,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1445,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mycobacterium tuberculosis,Type VII Secretion Systems,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1446,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mycobacterium tuberculosis,Type VII Secretion Systems,Bacteria,Mycolicibacterium smegmatis,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1447,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mycolicibacterium smegmatis,Type VII Secretion Systems,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1448,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mycolicibacterium smegmatis,Type VII Secretion Systems,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1449,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mycobacterium xenopi,Type VII Secretion Systems,Bacteria,Mycolicibacterium smegmatis,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1450,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (Bovine) Rod Outer Segment,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 41,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1451,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (Bovine) Rod Outer Segment,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 41,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1452,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (Bovine) Rod Outer Segment,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 31,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1453,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 64,x-ray,M,X-RAY DIFFRACTION,,
1454,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (Bovine) Rod Outer Segment,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 41,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1455,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (Bovine) Rod Outer Segment,G Protein-Coupled Receptors: Class A,Eukaryota,COS cells,,X-ray,homomeric protein,Protein (only),P 31,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1456,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,homomeric protein,Protein (only),P 64,x-ray,M,X-RAY DIFFRACTION,,
1457,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (Bovine) Rod Outer Segment,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 31 1 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1458,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (Bovine) Rod Outer Segment,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,H 3,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1459,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,H 3 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1460,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,H 3 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1461,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,H 3 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1462,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (Bovine) Rod Outer Segment,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,H 3 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1463,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus (Bovine) Rod Outer Segment,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,H 3 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1464,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,HEK2935-GnTl- cells,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,H 3 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1465,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,H 3 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1466,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,HEK293S cells,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,H 3 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1467,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,HEK 293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1468,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1469,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1470,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1471,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
1472,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,G Protein-Coupled Receptors: Class A,Eukaryota,Spodoptera frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1473,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Todarodes pacificus,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,homomeric protein,Protein (only),P 62,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1474,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Todarodes pacificus,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,homomeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1475,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Todarodes pacificus,G Protein-Coupled Receptors: Class A,Eukaryota,,,X-ray,homomeric protein,Protein (only),P 62,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1476,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,HEK293S cells,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,FREE ELECTRON LASER
1477,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Sf9 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
1478,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Hasarius adansoni,G Protein-Coupled Receptors: Class A,Eukaryota,HEK293 cells,,X-ray,homomeric protein,Protein (only),I 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1479,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Spodoptera frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1480,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1481,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1482,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1483,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Spodoptera frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1484,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Trichoplusia ni,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1485,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Trichoplusia ni,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1486,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Spodoptera frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1487,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1488,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Spodoptera frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1489,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1490,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Spodoptera frugiperda,,X-ray,homomeric protein,Protein (only),I 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1491,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Spodoptera frugiperda,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1492,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1493,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Spodoptera frugiperda,,X-ray,homomeric protein,Protein (only),P 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1494,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,sf9 cells,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1495,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Trichoplusia ni,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1496,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1497,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1498,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1499,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Spodoptera frugiperda,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1500,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1501,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1502,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Spodoptera frugiperda,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1503,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,Sf9 cells,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
1504,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,G Protein-Coupled Receptors: Class A,Eukaryota,S. frugiperda,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1505,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Meleagris gallopavo (turkey),G Protein-Coupled Receptors: Class A,Eukaryota,Trichoplusia ni,,X-ray,homomeric protein,Protein (only),P 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1506,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Meleagris gallopavo (turkey),G Protein-Coupled Receptors: Class A,Eukaryota,Trichoplusia ni,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1507,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Meleagris gallopavo (turkey),G Protein-Coupled Receptors: Class A,Eukaryota,Trichoplusia ni,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1508,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Meleagris gallopavo (turkey),G Protein-Coupled Receptors: Class A,Eukaryota,Trichoplusia ni,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
1509,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Meleagris gallopavo,G Protein-Coupled Receptors: Class A,Eukaryota,Trichoplusia ni,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1510,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Meleagris gallopavo,G Protein-Coupled Receptors: Class A,Eukaryota,Trichoplusia ni,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
1511,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Meleagris gallopavo,G Protein-Coupled Receptors: Class A,Eukaryota,Trichoplusia ni,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
